Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-19 0:00:00,-15,8,120,50,750,225
2018-05-19 1:00:00,4,2,160,250,150,375
2018-05-19 2:00:00,0,2,80,250,300,150
2018-05-19 3:00:00,8,2,80,250,600,225
2018-05-19 4:00:00,12,2,40,50,450,375
2018-05-19 5:00:00,17,6,80,50,300,300
2018-05-19 6:00:00,1,4,160,100,150,150
2018-05-19 7:00:00,-3,4,120,250,450,375
2018-05-19 8:00:00,17,2,80,50,150,225
2018-05-19 9:00:00,10,6,160,150,150,75
2018-05-19 10:00:00,-1,8,160,50,450,75
2018-05-19 11:00:00,7,10,200,150,600,300
2018-05-19 12:00:00,-15,6,160,100,300,150
2018-05-19 13:00:00,5,4,120,150,300,300
2018-05-19 14:00:00,-7,4,80,250,150,225
2018-05-19 15:00:00,18,2,40,200,450,300
2018-05-19 16:00:00,-14,10,200,150,300,300
2018-05-19 17:00:00,-14,2,200,100,150,225
2018-05-19 18:00:00,-5,6,200,100,300,375
2018-05-19 19:00:00,17,2,200,100,300,300
2018-05-19 20:00:00,-19,10,40,100,750,300
2018-05-19 21:00:00,1,2,160,250,750,225
2018-05-19 22:00:00,14,6,80,150,450,225
2018-05-19 23:00:00,11,6,160,150,450,300
