Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-17 0:00:00,17,4,160,200,300,375
2018-01-17 1:00:00,19,8,200,250,750,150
2018-01-17 2:00:00,-12,2,160,250,450,150
2018-01-17 3:00:00,-4,10,40,50,750,375
2018-01-17 4:00:00,16,10,80,100,750,225
2018-01-17 5:00:00,-8,8,120,250,150,75
2018-01-17 6:00:00,-3,6,120,150,150,150
2018-01-17 7:00:00,-9,10,80,50,750,375
2018-01-17 8:00:00,-5,6,120,250,450,300
2018-01-17 9:00:00,4,8,160,50,450,300
2018-01-17 10:00:00,-19,2,120,50,750,75
2018-01-17 11:00:00,10,2,120,250,450,300
2018-01-17 12:00:00,-8,4,80,100,600,375
2018-01-17 13:00:00,-1,8,160,250,600,375
2018-01-17 14:00:00,6,6,80,50,150,150
2018-01-17 15:00:00,-13,10,160,200,600,150
2018-01-17 16:00:00,8,10,80,100,300,150
2018-01-17 17:00:00,18,4,40,100,150,375
2018-01-17 18:00:00,2,10,40,250,750,300
2018-01-17 19:00:00,3,8,80,150,300,225
2018-01-17 20:00:00,-15,8,160,150,150,150
2018-01-17 21:00:00,-2,8,80,100,600,150
2018-01-17 22:00:00,-17,10,200,250,750,375
2018-01-17 23:00:00,10,8,80,50,150,300
