Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-21 0:00:00,-16,10,120,50,600,75
2018-12-21 1:00:00,-1,10,80,200,450,300
2018-12-21 2:00:00,18,8,160,150,600,225
2018-12-21 3:00:00,-19,4,120,50,750,75
2018-12-21 4:00:00,-11,10,160,100,450,150
2018-12-21 5:00:00,-4,6,80,150,600,300
2018-12-21 6:00:00,-5,6,80,150,300,375
2018-12-21 7:00:00,7,8,80,100,450,300
2018-12-21 8:00:00,-10,8,120,50,600,300
2018-12-21 9:00:00,-14,8,40,50,300,150
2018-12-21 10:00:00,0,6,200,50,750,150
2018-12-21 11:00:00,3,2,160,100,600,375
2018-12-21 12:00:00,-15,8,120,100,450,225
2018-12-21 13:00:00,-14,6,120,50,600,375
2018-12-21 14:00:00,3,10,80,50,600,75
2018-12-21 15:00:00,17,10,40,100,300,150
2018-12-21 16:00:00,14,2,200,50,750,375
2018-12-21 17:00:00,6,2,160,200,150,150
2018-12-21 18:00:00,8,2,120,150,750,150
2018-12-21 19:00:00,-5,2,160,50,750,375
2018-12-21 20:00:00,17,8,160,100,600,150
2018-12-21 21:00:00,-18,8,40,200,600,150
2018-12-21 22:00:00,-4,6,80,100,300,150
2018-12-21 23:00:00,6,4,200,200,450,75
