Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-08 0:00:00,-16,10,80,150,600,150
2018-11-08 1:00:00,-5,6,80,200,300,75
2018-11-08 2:00:00,19,2,200,100,300,225
2018-11-08 3:00:00,-4,10,80,150,150,75
2018-11-08 4:00:00,-18,4,40,100,600,300
2018-11-08 5:00:00,-2,2,200,200,300,150
2018-11-08 6:00:00,17,10,120,150,150,300
2018-11-08 7:00:00,1,4,80,200,150,300
2018-11-08 8:00:00,-1,2,120,250,750,300
2018-11-08 9:00:00,3,6,160,250,600,225
2018-11-08 10:00:00,7,4,200,150,450,225
2018-11-08 11:00:00,7,8,120,150,600,150
2018-11-08 12:00:00,-11,8,80,50,150,150
2018-11-08 13:00:00,9,2,160,100,300,225
2018-11-08 14:00:00,-12,6,160,200,600,75
2018-11-08 15:00:00,4,2,200,50,450,150
2018-11-08 16:00:00,-14,2,40,100,300,375
2018-11-08 17:00:00,8,6,120,100,450,150
2018-11-08 18:00:00,16,8,120,150,300,150
2018-11-08 19:00:00,-13,8,120,50,150,75
2018-11-08 20:00:00,-16,6,160,250,750,150
2018-11-08 21:00:00,10,10,200,100,750,375
2018-11-08 22:00:00,17,8,160,200,300,375
2018-11-08 23:00:00,-2,4,120,250,150,75
