Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-22 0:00:00,-8,6,40,150,150,300
2018-11-22 1:00:00,-12,8,200,100,150,375
2018-11-22 2:00:00,3,6,80,200,150,150
2018-11-22 3:00:00,-2,2,80,200,600,300
2018-11-22 4:00:00,-11,2,160,250,600,225
2018-11-22 5:00:00,4,8,160,250,450,375
2018-11-22 6:00:00,-5,10,160,50,750,75
2018-11-22 7:00:00,-5,10,200,50,450,225
2018-11-22 8:00:00,2,8,40,50,150,375
2018-11-22 9:00:00,9,2,120,250,300,300
2018-11-22 10:00:00,4,4,80,50,750,75
2018-11-22 11:00:00,-19,10,200,50,600,375
2018-11-22 12:00:00,-15,2,200,100,150,75
2018-11-22 13:00:00,-9,10,200,200,750,225
2018-11-22 14:00:00,-4,6,80,200,150,75
2018-11-22 15:00:00,-16,8,40,100,600,150
2018-11-22 16:00:00,1,8,40,200,150,225
2018-11-22 17:00:00,8,6,200,100,600,300
2018-11-22 18:00:00,-3,8,40,250,150,225
2018-11-22 19:00:00,9,2,120,50,300,225
2018-11-22 20:00:00,3,2,120,50,450,150
2018-11-22 21:00:00,9,4,200,50,450,300
2018-11-22 22:00:00,-16,8,120,250,150,300
2018-11-22 23:00:00,-12,2,160,50,450,150
