Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-24 0:00:00,-17,4,80,100,600,375
2018-04-24 1:00:00,15,2,120,100,450,225
2018-04-24 2:00:00,-11,8,120,100,300,375
2018-04-24 3:00:00,-18,6,120,200,750,150
2018-04-24 4:00:00,9,2,200,100,750,150
2018-04-24 5:00:00,1,6,80,250,300,300
2018-04-24 6:00:00,-16,8,120,250,600,225
2018-04-24 7:00:00,11,4,160,100,750,375
2018-04-24 8:00:00,15,6,40,150,300,150
2018-04-24 9:00:00,10,2,40,150,150,300
2018-04-24 10:00:00,16,6,160,150,600,225
2018-04-24 11:00:00,11,10,120,50,450,300
2018-04-24 12:00:00,6,8,120,150,450,75
2018-04-24 13:00:00,19,6,40,200,600,75
2018-04-24 14:00:00,-2,4,160,250,450,150
2018-04-24 15:00:00,15,4,120,100,300,75
2018-04-24 16:00:00,1,6,200,150,300,150
2018-04-24 17:00:00,-13,8,80,250,600,375
2018-04-24 18:00:00,0,10,120,250,150,150
2018-04-24 19:00:00,3,6,80,50,150,150
2018-04-24 20:00:00,-16,6,80,50,750,375
2018-04-24 21:00:00,-3,6,80,200,150,225
2018-04-24 22:00:00,18,6,80,50,450,300
2018-04-24 23:00:00,11,4,120,250,450,300
