Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-07 0:00:00,19,8,40,250,450,375
2018-04-07 1:00:00,-6,4,200,100,450,225
2018-04-07 2:00:00,16,4,80,150,600,150
2018-04-07 3:00:00,-6,10,80,200,450,300
2018-04-07 4:00:00,-3,6,80,50,600,225
2018-04-07 5:00:00,-7,6,80,200,450,375
2018-04-07 6:00:00,-19,2,40,100,300,225
2018-04-07 7:00:00,-5,8,80,50,600,225
2018-04-07 8:00:00,-2,10,80,200,450,375
2018-04-07 9:00:00,17,6,120,50,300,75
2018-04-07 10:00:00,1,4,160,250,450,150
2018-04-07 11:00:00,-6,4,160,250,300,300
2018-04-07 12:00:00,2,4,200,250,150,75
2018-04-07 13:00:00,-2,4,40,100,300,300
2018-04-07 14:00:00,-18,6,40,50,450,150
2018-04-07 15:00:00,1,6,80,150,600,75
2018-04-07 16:00:00,11,6,40,250,750,300
2018-04-07 17:00:00,12,10,200,150,150,300
2018-04-07 18:00:00,7,8,120,100,150,75
2018-04-07 19:00:00,16,8,80,200,600,375
2018-04-07 20:00:00,-11,4,120,250,600,150
2018-04-07 21:00:00,-15,6,200,200,600,300
2018-04-07 22:00:00,14,2,160,250,300,375
2018-04-07 23:00:00,-5,2,160,50,450,375
