Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-17 0:00:00,15,8,120,150,600,375
2018-10-17 1:00:00,-1,2,200,150,450,375
2018-10-17 2:00:00,-5,6,160,250,450,300
2018-10-17 3:00:00,0,8,200,50,150,375
2018-10-17 4:00:00,-11,8,120,50,750,225
2018-10-17 5:00:00,12,6,120,50,150,375
2018-10-17 6:00:00,-17,10,160,100,600,300
2018-10-17 7:00:00,18,6,80,100,750,75
2018-10-17 8:00:00,19,10,200,100,750,300
2018-10-17 9:00:00,-10,10,120,250,450,375
2018-10-17 10:00:00,-19,2,200,150,600,300
2018-10-17 11:00:00,15,6,160,200,750,75
2018-10-17 12:00:00,19,10,40,150,300,75
2018-10-17 13:00:00,-16,8,80,150,450,300
2018-10-17 14:00:00,-1,6,160,50,450,375
2018-10-17 15:00:00,-1,4,40,50,300,225
2018-10-17 16:00:00,8,4,40,50,600,75
2018-10-17 17:00:00,1,8,120,100,300,150
2018-10-17 18:00:00,6,4,160,250,300,75
2018-10-17 19:00:00,-9,2,120,250,600,75
2018-10-17 20:00:00,-17,10,120,250,600,75
2018-10-17 21:00:00,-18,8,80,50,300,375
2018-10-17 22:00:00,-10,6,40,50,300,375
2018-10-17 23:00:00,14,10,160,50,600,300
