Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-13 0:00:00,-2,10,120,150,300,75
2018-10-13 1:00:00,1,6,80,150,600,375
2018-10-13 2:00:00,19,10,80,100,300,300
2018-10-13 3:00:00,-17,8,80,100,750,150
2018-10-13 4:00:00,18,2,160,250,150,225
2018-10-13 5:00:00,0,4,160,250,600,75
2018-10-13 6:00:00,6,6,120,150,300,150
2018-10-13 7:00:00,17,10,80,50,450,75
2018-10-13 8:00:00,4,8,120,100,300,375
2018-10-13 9:00:00,-6,2,80,150,300,75
2018-10-13 10:00:00,11,4,40,150,600,150
2018-10-13 11:00:00,0,2,200,100,150,150
2018-10-13 12:00:00,-11,10,160,200,300,375
2018-10-13 13:00:00,3,6,160,150,150,300
2018-10-13 14:00:00,17,8,200,150,450,300
2018-10-13 15:00:00,-7,8,200,200,150,300
2018-10-13 16:00:00,-1,4,200,50,750,75
2018-10-13 17:00:00,9,6,80,200,150,300
2018-10-13 18:00:00,-12,10,80,100,300,225
2018-10-13 19:00:00,14,6,40,150,150,375
2018-10-13 20:00:00,-7,2,80,150,300,225
2018-10-13 21:00:00,12,6,80,100,600,300
2018-10-13 22:00:00,-10,4,80,100,600,375
2018-10-13 23:00:00,0,10,40,250,750,75
