Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-18 0:00:00,-2,4,160,150,750,75
2018-05-18 1:00:00,15,2,40,250,600,75
2018-05-18 2:00:00,-3,8,200,50,150,300
2018-05-18 3:00:00,-11,6,160,100,150,75
2018-05-18 4:00:00,-4,8,40,250,750,300
2018-05-18 5:00:00,-9,8,40,200,450,375
2018-05-18 6:00:00,7,4,160,100,750,225
2018-05-18 7:00:00,-7,2,120,250,600,300
2018-05-18 8:00:00,-14,6,160,150,750,225
2018-05-18 9:00:00,18,10,200,50,600,375
2018-05-18 10:00:00,-14,10,40,200,750,225
2018-05-18 11:00:00,19,6,200,200,750,300
2018-05-18 12:00:00,-7,6,160,50,750,150
2018-05-18 13:00:00,-9,8,80,250,150,75
2018-05-18 14:00:00,-14,10,80,200,600,375
2018-05-18 15:00:00,8,2,40,100,300,300
2018-05-18 16:00:00,7,8,40,50,300,375
2018-05-18 17:00:00,18,6,200,100,300,300
2018-05-18 18:00:00,-17,4,160,250,450,150
2018-05-18 19:00:00,-19,10,120,50,150,75
2018-05-18 20:00:00,18,10,160,200,150,225
2018-05-18 21:00:00,19,2,120,200,450,225
2018-05-18 22:00:00,-15,2,40,150,450,150
2018-05-18 23:00:00,12,6,80,250,600,225
