Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-11 0:00:00,-6,8,200,100,750,150
2018-02-11 1:00:00,3,10,200,100,150,300
2018-02-11 2:00:00,-6,4,120,250,450,300
2018-02-11 3:00:00,4,8,120,50,300,150
2018-02-11 4:00:00,-8,4,200,150,750,300
2018-02-11 5:00:00,17,10,80,150,750,75
2018-02-11 6:00:00,-16,8,160,250,600,225
2018-02-11 7:00:00,14,4,40,100,450,75
2018-02-11 8:00:00,14,8,40,250,600,75
2018-02-11 9:00:00,4,10,40,200,450,300
2018-02-11 10:00:00,-8,8,200,150,750,225
2018-02-11 11:00:00,6,2,40,200,600,75
2018-02-11 12:00:00,-12,6,80,50,750,225
2018-02-11 13:00:00,12,4,160,200,750,150
2018-02-11 14:00:00,-16,2,80,150,450,375
2018-02-11 15:00:00,-15,4,80,100,450,300
2018-02-11 16:00:00,-17,2,40,200,300,300
2018-02-11 17:00:00,-4,2,40,150,150,300
2018-02-11 18:00:00,8,10,120,50,750,375
2018-02-11 19:00:00,-4,10,80,100,150,375
2018-02-11 20:00:00,-19,2,120,200,300,300
2018-02-11 21:00:00,16,6,40,200,300,75
2018-02-11 22:00:00,-5,2,200,200,600,150
2018-02-11 23:00:00,4,8,200,200,600,75
