Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-08 0:00:00,9,8,200,200,450,225
2018-05-08 1:00:00,-19,10,120,200,150,150
2018-05-08 2:00:00,-10,8,160,200,300,75
2018-05-08 3:00:00,-10,6,160,250,150,150
2018-05-08 4:00:00,-6,4,200,200,600,75
2018-05-08 5:00:00,7,8,160,250,300,300
2018-05-08 6:00:00,8,4,120,200,450,375
2018-05-08 7:00:00,1,2,40,50,300,75
2018-05-08 8:00:00,-13,6,120,50,600,375
2018-05-08 9:00:00,-9,8,160,250,600,225
2018-05-08 10:00:00,5,4,120,100,450,225
2018-05-08 11:00:00,4,6,80,200,300,375
2018-05-08 12:00:00,0,10,120,200,450,150
2018-05-08 13:00:00,-6,6,40,150,450,225
2018-05-08 14:00:00,5,2,200,150,450,375
2018-05-08 15:00:00,-12,8,120,150,300,225
2018-05-08 16:00:00,-1,2,120,100,750,375
2018-05-08 17:00:00,-2,4,160,100,600,225
2018-05-08 18:00:00,-13,10,160,150,600,225
2018-05-08 19:00:00,2,8,200,100,150,225
2018-05-08 20:00:00,-2,2,120,250,300,225
2018-05-08 21:00:00,-2,2,200,200,750,75
2018-05-08 22:00:00,1,2,160,50,750,225
2018-05-08 23:00:00,-13,4,80,50,300,225
