Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-22 0:00:00,1,10,200,250,150,300
2018-10-22 1:00:00,-19,4,200,200,600,375
2018-10-22 2:00:00,-11,2,80,150,450,375
2018-10-22 3:00:00,-1,10,200,100,750,75
2018-10-22 4:00:00,11,10,80,150,150,225
2018-10-22 5:00:00,-12,10,80,150,600,75
2018-10-22 6:00:00,7,6,40,150,600,225
2018-10-22 7:00:00,-17,8,200,200,600,225
2018-10-22 8:00:00,8,2,160,250,150,375
2018-10-22 9:00:00,3,8,160,100,300,225
2018-10-22 10:00:00,6,6,80,200,300,225
2018-10-22 11:00:00,-7,10,40,100,750,75
2018-10-22 12:00:00,5,10,80,150,150,150
2018-10-22 13:00:00,6,2,120,250,300,375
2018-10-22 14:00:00,0,8,80,50,450,225
2018-10-22 15:00:00,8,10,200,250,450,375
2018-10-22 16:00:00,7,6,40,200,150,225
2018-10-22 17:00:00,-14,8,40,200,300,300
2018-10-22 18:00:00,-18,8,40,100,300,225
2018-10-22 19:00:00,-7,10,40,50,450,75
2018-10-22 20:00:00,14,8,80,50,300,150
2018-10-22 21:00:00,-6,2,40,150,750,300
2018-10-22 22:00:00,-9,4,160,250,300,150
2018-10-22 23:00:00,-4,2,80,250,600,75
