Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-02 0:00:00,18,10,120,200,750,375
2018-02-02 1:00:00,-6,4,160,100,150,150
2018-02-02 2:00:00,5,2,120,200,750,300
2018-02-02 3:00:00,7,8,120,250,300,150
2018-02-02 4:00:00,-14,8,200,250,450,225
2018-02-02 5:00:00,16,8,120,100,750,150
2018-02-02 6:00:00,2,10,120,200,600,75
2018-02-02 7:00:00,7,10,200,200,600,150
2018-02-02 8:00:00,-7,6,120,50,150,375
2018-02-02 9:00:00,-3,8,200,250,150,75
2018-02-02 10:00:00,9,4,40,150,450,375
2018-02-02 11:00:00,-7,4,80,250,450,150
2018-02-02 12:00:00,17,4,120,100,600,75
2018-02-02 13:00:00,-2,2,40,100,450,225
2018-02-02 14:00:00,-14,2,200,250,750,300
2018-02-02 15:00:00,12,4,160,200,450,225
2018-02-02 16:00:00,16,8,200,100,600,300
2018-02-02 17:00:00,-1,8,160,200,300,225
2018-02-02 18:00:00,6,8,160,150,600,375
2018-02-02 19:00:00,14,6,40,200,450,225
2018-02-02 20:00:00,-14,8,160,200,750,225
2018-02-02 21:00:00,9,4,40,250,750,375
2018-02-02 22:00:00,3,6,80,50,600,375
2018-02-02 23:00:00,13,6,40,250,750,300
