Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-20 0:00:00,16,8,120,150,300,75
2018-07-20 1:00:00,-13,8,40,50,750,75
2018-07-20 2:00:00,0,6,160,50,450,300
2018-07-20 3:00:00,13,10,200,250,450,300
2018-07-20 4:00:00,0,2,160,200,150,375
2018-07-20 5:00:00,4,10,160,50,300,150
2018-07-20 6:00:00,13,10,160,100,450,225
2018-07-20 7:00:00,-12,10,200,50,600,150
2018-07-20 8:00:00,-12,4,80,250,600,75
2018-07-20 9:00:00,0,2,160,250,450,75
2018-07-20 10:00:00,-7,6,160,50,450,75
2018-07-20 11:00:00,7,10,120,250,300,300
2018-07-20 12:00:00,11,10,80,150,300,300
2018-07-20 13:00:00,-9,2,80,150,300,75
2018-07-20 14:00:00,-3,6,200,100,300,225
2018-07-20 15:00:00,4,10,160,150,300,150
2018-07-20 16:00:00,18,8,120,200,600,75
2018-07-20 17:00:00,-13,8,80,150,600,75
2018-07-20 18:00:00,-19,10,160,50,150,300
2018-07-20 19:00:00,-16,4,200,100,750,375
2018-07-20 20:00:00,14,10,80,250,150,75
2018-07-20 21:00:00,15,6,80,200,150,225
2018-07-20 22:00:00,-7,2,200,150,300,150
2018-07-20 23:00:00,16,10,160,150,300,375
