Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-12 0:00:00,-11,6,120,50,300,300
2018-08-12 1:00:00,-6,2,120,250,750,300
2018-08-12 2:00:00,14,8,200,50,450,300
2018-08-12 3:00:00,15,8,160,250,600,375
2018-08-12 4:00:00,9,4,40,150,600,75
2018-08-12 5:00:00,-7,6,80,100,150,375
2018-08-12 6:00:00,6,6,40,250,150,375
2018-08-12 7:00:00,-15,2,80,150,450,150
2018-08-12 8:00:00,-6,4,40,250,300,225
2018-08-12 9:00:00,-4,4,200,50,150,300
2018-08-12 10:00:00,-5,4,40,150,150,225
2018-08-12 11:00:00,5,4,40,250,300,375
2018-08-12 12:00:00,8,4,40,200,600,375
2018-08-12 13:00:00,12,8,200,100,300,150
2018-08-12 14:00:00,-9,8,200,100,600,150
2018-08-12 15:00:00,10,8,40,150,600,225
2018-08-12 16:00:00,-1,10,200,100,300,375
2018-08-12 17:00:00,15,8,80,250,150,75
2018-08-12 18:00:00,13,10,200,250,750,225
2018-08-12 19:00:00,10,6,80,50,150,75
2018-08-12 20:00:00,-13,8,200,150,750,150
2018-08-12 21:00:00,-17,6,80,200,450,225
2018-08-12 22:00:00,-16,6,120,100,450,225
2018-08-12 23:00:00,-2,4,40,150,450,150
