Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-10 0:00:00,-10,4,40,150,300,75
2018-10-10 1:00:00,15,2,200,50,150,75
2018-10-10 2:00:00,16,2,200,250,450,225
2018-10-10 3:00:00,-18,8,120,50,750,150
2018-10-10 4:00:00,4,10,80,250,150,150
2018-10-10 5:00:00,9,8,120,50,300,300
2018-10-10 6:00:00,-1,6,160,100,750,150
2018-10-10 7:00:00,-8,6,160,150,300,150
2018-10-10 8:00:00,15,2,160,250,600,75
2018-10-10 9:00:00,-14,4,200,100,150,150
2018-10-10 10:00:00,8,6,120,150,450,375
2018-10-10 11:00:00,-15,6,200,50,600,375
2018-10-10 12:00:00,-4,6,40,150,150,375
2018-10-10 13:00:00,9,4,80,50,300,375
2018-10-10 14:00:00,-1,4,120,50,300,300
2018-10-10 15:00:00,14,2,80,200,150,375
2018-10-10 16:00:00,9,6,120,100,450,75
2018-10-10 17:00:00,-12,10,120,100,750,150
2018-10-10 18:00:00,-12,10,80,100,300,375
2018-10-10 19:00:00,8,4,80,200,750,300
2018-10-10 20:00:00,2,8,40,250,150,150
2018-10-10 21:00:00,14,8,80,250,300,225
2018-10-10 22:00:00,15,10,120,150,600,300
2018-10-10 23:00:00,-5,8,80,100,450,225
