Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-14 0:00:00,-1,6,160,100,300,375
2018-02-14 1:00:00,-4,8,40,200,300,225
2018-02-14 2:00:00,-11,8,120,100,600,225
2018-02-14 3:00:00,7,4,200,200,300,375
2018-02-14 4:00:00,0,8,120,250,300,75
2018-02-14 5:00:00,-16,4,80,50,600,75
2018-02-14 6:00:00,16,10,120,50,600,150
2018-02-14 7:00:00,12,8,160,200,600,300
2018-02-14 8:00:00,-12,10,120,200,300,75
2018-02-14 9:00:00,11,10,200,150,600,225
2018-02-14 10:00:00,-9,4,40,50,450,225
2018-02-14 11:00:00,-1,2,120,250,450,375
2018-02-14 12:00:00,12,6,120,200,450,300
2018-02-14 13:00:00,-11,2,40,150,750,150
2018-02-14 14:00:00,1,8,80,150,450,225
2018-02-14 15:00:00,4,8,40,50,150,150
2018-02-14 16:00:00,-4,8,200,100,600,75
2018-02-14 17:00:00,16,10,160,50,150,75
2018-02-14 18:00:00,-6,8,80,100,750,75
2018-02-14 19:00:00,-3,10,120,200,300,75
2018-02-14 20:00:00,-14,8,200,250,600,150
2018-02-14 21:00:00,1,6,80,200,750,150
2018-02-14 22:00:00,-1,8,160,250,300,75
2018-02-14 23:00:00,11,8,200,200,150,375
