Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-01 0:00:00,-18,4,200,100,300,75
2018-05-01 1:00:00,-3,6,200,100,600,75
2018-05-01 2:00:00,-16,6,40,50,300,75
2018-05-01 3:00:00,0,8,40,100,150,225
2018-05-01 4:00:00,0,2,120,200,300,75
2018-05-01 5:00:00,5,2,120,50,750,375
2018-05-01 6:00:00,19,4,160,150,450,375
2018-05-01 7:00:00,-3,6,120,100,300,300
2018-05-01 8:00:00,-1,4,120,50,600,225
2018-05-01 9:00:00,-4,2,200,250,450,225
2018-05-01 10:00:00,-3,6,80,100,600,75
2018-05-01 11:00:00,-8,8,120,150,750,375
2018-05-01 12:00:00,-13,8,80,100,750,300
2018-05-01 13:00:00,7,10,40,50,450,225
2018-05-01 14:00:00,-4,2,160,250,150,300
2018-05-01 15:00:00,1,6,80,250,150,150
2018-05-01 16:00:00,-9,6,120,200,150,150
2018-05-01 17:00:00,16,6,40,50,150,300
2018-05-01 18:00:00,1,10,200,250,600,150
2018-05-01 19:00:00,5,2,120,200,450,375
2018-05-01 20:00:00,17,4,40,50,750,75
2018-05-01 21:00:00,7,8,80,200,450,300
2018-05-01 22:00:00,16,2,160,50,450,225
2018-05-01 23:00:00,-5,6,40,200,300,375
