Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-12 0:00:00,1,10,120,200,300,225
2018-10-12 1:00:00,19,6,80,250,600,225
2018-10-12 2:00:00,-12,8,80,100,600,375
2018-10-12 3:00:00,-1,8,200,100,300,150
2018-10-12 4:00:00,-3,4,200,200,600,225
2018-10-12 5:00:00,-1,8,80,200,600,150
2018-10-12 6:00:00,-11,6,40,150,150,150
2018-10-12 7:00:00,-9,10,80,250,750,75
2018-10-12 8:00:00,12,4,80,100,300,375
2018-10-12 9:00:00,-3,4,80,150,600,75
2018-10-12 10:00:00,-3,4,160,150,750,225
2018-10-12 11:00:00,-11,2,80,100,600,150
2018-10-12 12:00:00,-5,2,120,200,150,75
2018-10-12 13:00:00,9,2,40,50,600,150
2018-10-12 14:00:00,19,8,160,150,600,225
2018-10-12 15:00:00,10,6,200,100,450,225
2018-10-12 16:00:00,0,4,120,250,300,300
2018-10-12 17:00:00,-18,2,80,150,450,300
2018-10-12 18:00:00,-15,2,160,200,450,375
2018-10-12 19:00:00,-16,6,120,100,450,225
2018-10-12 20:00:00,19,8,80,50,450,375
2018-10-12 21:00:00,-14,4,80,150,750,300
2018-10-12 22:00:00,15,2,40,100,600,225
2018-10-12 23:00:00,16,6,80,200,300,150
