Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-10-14 0:00:00,-17,10,160,250,750,75
2018-10-14 1:00:00,18,8,200,150,150,150
2018-10-14 2:00:00,3,10,80,100,300,225
2018-10-14 3:00:00,15,10,160,50,150,75
2018-10-14 4:00:00,15,6,160,200,150,150
2018-10-14 5:00:00,9,4,160,150,600,375
2018-10-14 6:00:00,-8,2,120,250,150,225
2018-10-14 7:00:00,6,10,120,100,300,300
2018-10-14 8:00:00,-12,6,160,100,300,375
2018-10-14 9:00:00,9,2,120,250,450,75
2018-10-14 10:00:00,3,6,160,200,600,150
2018-10-14 11:00:00,-18,6,160,250,600,225
2018-10-14 12:00:00,-13,6,80,150,150,375
2018-10-14 13:00:00,-3,10,160,200,150,225
2018-10-14 14:00:00,-13,8,160,150,300,150
2018-10-14 15:00:00,-7,4,80,250,750,150
2018-10-14 16:00:00,14,10,200,200,750,225
2018-10-14 17:00:00,9,10,40,150,150,300
2018-10-14 18:00:00,0,8,200,100,600,150
2018-10-14 19:00:00,-2,10,120,50,300,225
2018-10-14 20:00:00,14,6,120,250,450,300
2018-10-14 21:00:00,-8,4,200,150,300,225
2018-10-14 22:00:00,16,6,40,100,750,150
2018-10-14 23:00:00,7,4,160,100,300,225
