Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-20 0:00:00,3,2,200,100,150,75
2018-05-20 1:00:00,18,4,80,100,150,150
2018-05-20 2:00:00,5,8,200,200,450,300
2018-05-20 3:00:00,-4,8,200,200,600,375
2018-05-20 4:00:00,-3,8,40,50,150,375
2018-05-20 5:00:00,-8,2,80,200,300,375
2018-05-20 6:00:00,-7,2,40,50,600,300
2018-05-20 7:00:00,-7,2,200,100,300,300
2018-05-20 8:00:00,-17,2,80,150,300,225
2018-05-20 9:00:00,-11,6,160,150,600,300
2018-05-20 10:00:00,16,8,160,50,600,300
2018-05-20 11:00:00,-14,2,160,100,450,225
2018-05-20 12:00:00,18,10,120,50,600,375
2018-05-20 13:00:00,17,8,160,200,600,300
2018-05-20 14:00:00,-17,10,200,100,450,225
2018-05-20 15:00:00,-19,10,200,50,600,150
2018-05-20 16:00:00,-2,8,120,50,750,300
2018-05-20 17:00:00,-13,6,200,50,600,75
2018-05-20 18:00:00,-11,2,40,50,150,375
2018-05-20 19:00:00,6,10,120,150,450,300
2018-05-20 20:00:00,7,2,120,250,150,150
2018-05-20 21:00:00,13,2,40,250,300,150
2018-05-20 22:00:00,7,10,160,50,600,150
2018-05-20 23:00:00,14,4,80,250,150,150
