Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-11 0:00:00,-17,4,160,250,450,300
2018-03-11 1:00:00,11,6,80,50,750,150
2018-03-11 2:00:00,-3,2,200,200,600,225
2018-03-11 3:00:00,0,6,80,200,600,75
2018-03-11 4:00:00,-5,10,160,200,750,225
2018-03-11 5:00:00,13,8,200,250,300,375
2018-03-11 6:00:00,-6,8,80,200,300,300
2018-03-11 7:00:00,11,2,80,50,300,225
2018-03-11 8:00:00,0,4,160,150,150,75
2018-03-11 9:00:00,8,6,200,150,150,75
2018-03-11 10:00:00,1,6,80,150,150,75
2018-03-11 11:00:00,6,10,40,200,450,375
2018-03-11 12:00:00,-16,8,200,200,300,75
2018-03-11 13:00:00,15,4,120,150,600,375
2018-03-11 14:00:00,4,6,200,50,750,225
2018-03-11 15:00:00,-15,8,40,150,750,75
2018-03-11 16:00:00,-1,8,160,100,750,300
2018-03-11 17:00:00,-17,4,160,50,600,225
2018-03-11 18:00:00,-15,2,160,100,750,150
2018-03-11 19:00:00,-10,10,160,150,750,225
2018-03-11 20:00:00,8,10,120,50,300,300
2018-03-11 21:00:00,0,10,120,200,150,225
2018-03-11 22:00:00,-18,8,160,100,300,75
2018-03-11 23:00:00,-15,4,120,200,150,375
