Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-16 0:00:00,-15,6,160,100,150,300
2018-12-16 1:00:00,-10,6,160,100,300,225
2018-12-16 2:00:00,15,2,40,100,150,375
2018-12-16 3:00:00,12,2,200,100,600,375
2018-12-16 4:00:00,9,6,120,100,450,300
2018-12-16 5:00:00,-17,6,200,150,750,75
2018-12-16 6:00:00,13,4,120,250,600,75
2018-12-16 7:00:00,5,4,160,150,600,75
2018-12-16 8:00:00,-4,8,200,200,150,300
2018-12-16 9:00:00,9,4,200,150,450,225
2018-12-16 10:00:00,16,10,120,250,750,75
2018-12-16 11:00:00,-6,2,120,200,600,375
2018-12-16 12:00:00,-18,2,40,50,750,300
2018-12-16 13:00:00,3,2,160,200,750,225
2018-12-16 14:00:00,-5,8,200,200,150,225
2018-12-16 15:00:00,15,4,40,100,450,225
2018-12-16 16:00:00,-10,8,120,200,300,75
2018-12-16 17:00:00,12,2,120,200,150,225
2018-12-16 18:00:00,-17,6,160,50,450,225
2018-12-16 19:00:00,14,2,120,200,600,150
2018-12-16 20:00:00,16,6,40,100,450,225
2018-12-16 21:00:00,-16,10,40,50,300,75
2018-12-16 22:00:00,-15,4,40,100,150,375
2018-12-16 23:00:00,-12,8,80,150,150,75
