Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-03 0:00:00,-10,2,200,50,600,75
2018-07-03 1:00:00,-9,10,160,50,450,150
2018-07-03 2:00:00,0,4,160,250,300,150
2018-07-03 3:00:00,-19,6,80,50,750,375
2018-07-03 4:00:00,19,6,80,250,150,225
2018-07-03 5:00:00,11,4,160,250,150,300
2018-07-03 6:00:00,-5,8,40,250,300,150
2018-07-03 7:00:00,19,8,80,50,600,75
2018-07-03 8:00:00,-15,2,120,150,300,375
2018-07-03 9:00:00,-11,8,120,150,150,375
2018-07-03 10:00:00,-14,10,40,150,150,225
2018-07-03 11:00:00,2,6,160,250,450,150
2018-07-03 12:00:00,-10,4,80,200,150,300
2018-07-03 13:00:00,-19,4,200,200,750,225
2018-07-03 14:00:00,14,2,160,50,600,375
2018-07-03 15:00:00,18,2,160,200,300,375
2018-07-03 16:00:00,-6,8,80,100,600,300
2018-07-03 17:00:00,-19,2,120,200,600,225
2018-07-03 18:00:00,-18,8,80,250,600,300
2018-07-03 19:00:00,-19,4,120,150,750,75
2018-07-03 20:00:00,12,6,200,250,150,225
2018-07-03 21:00:00,17,4,200,50,300,225
2018-07-03 22:00:00,0,10,200,150,750,225
2018-07-03 23:00:00,8,8,120,50,300,150
