Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-17 0:00:00,9,4,160,50,450,75
2018-12-17 1:00:00,5,4,40,100,150,150
2018-12-17 2:00:00,0,6,40,50,750,225
2018-12-17 3:00:00,-17,10,200,100,300,225
2018-12-17 4:00:00,15,2,120,200,600,225
2018-12-17 5:00:00,-12,4,200,50,600,300
2018-12-17 6:00:00,-12,6,160,200,600,150
2018-12-17 7:00:00,14,10,120,150,750,150
2018-12-17 8:00:00,15,10,40,200,150,225
2018-12-17 9:00:00,-9,8,200,200,150,300
2018-12-17 10:00:00,8,6,80,200,300,300
2018-12-17 11:00:00,4,10,200,50,600,225
2018-12-17 12:00:00,15,6,40,100,450,225
2018-12-17 13:00:00,-7,2,120,200,750,75
2018-12-17 14:00:00,12,8,80,100,750,150
2018-12-17 15:00:00,0,10,80,200,300,75
2018-12-17 16:00:00,-11,8,80,200,300,75
2018-12-17 17:00:00,3,2,160,200,450,225
2018-12-17 18:00:00,19,6,80,250,300,300
2018-12-17 19:00:00,-2,8,120,150,150,75
2018-12-17 20:00:00,-11,4,160,250,450,225
2018-12-17 21:00:00,10,2,80,100,150,75
2018-12-17 22:00:00,3,4,160,200,300,150
2018-12-17 23:00:00,-12,6,200,100,600,75
