Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-11 0:00:00,-6,4,40,150,300,75
2018-06-11 1:00:00,-13,8,200,200,300,300
2018-06-11 2:00:00,-17,6,80,100,450,150
2018-06-11 3:00:00,5,10,80,200,750,225
2018-06-11 4:00:00,-8,10,120,50,750,375
2018-06-11 5:00:00,7,4,160,100,450,225
2018-06-11 6:00:00,16,8,120,200,300,300
2018-06-11 7:00:00,-17,2,40,150,450,75
2018-06-11 8:00:00,-15,4,200,50,300,75
2018-06-11 9:00:00,-18,8,200,50,150,150
2018-06-11 10:00:00,-4,10,200,100,300,150
2018-06-11 11:00:00,0,10,200,50,450,300
2018-06-11 12:00:00,-14,6,200,200,450,375
2018-06-11 13:00:00,-8,6,200,100,450,225
2018-06-11 14:00:00,-13,8,80,250,450,300
2018-06-11 15:00:00,-1,8,40,50,300,75
2018-06-11 16:00:00,12,6,40,250,600,150
2018-06-11 17:00:00,9,4,120,150,150,225
2018-06-11 18:00:00,-1,4,40,100,600,75
2018-06-11 19:00:00,0,8,40,100,150,150
2018-06-11 20:00:00,3,4,40,200,450,225
2018-06-11 21:00:00,10,8,160,50,750,225
2018-06-11 22:00:00,18,8,120,250,300,150
2018-06-11 23:00:00,0,8,200,50,300,75
