Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-30 0:00:00,-17,2,80,50,300,375
2018-07-30 1:00:00,16,6,40,100,300,300
2018-07-30 2:00:00,16,8,160,50,600,300
2018-07-30 3:00:00,5,8,80,250,450,300
2018-07-30 4:00:00,-12,8,40,250,600,225
2018-07-30 5:00:00,7,10,200,150,450,150
2018-07-30 6:00:00,17,10,160,50,450,150
2018-07-30 7:00:00,-14,6,40,200,300,375
2018-07-30 8:00:00,5,10,80,200,150,375
2018-07-30 9:00:00,9,2,200,50,750,225
2018-07-30 10:00:00,19,6,200,200,450,375
2018-07-30 11:00:00,0,10,40,150,600,375
2018-07-30 12:00:00,-13,4,40,100,150,300
2018-07-30 13:00:00,3,10,200,50,600,375
2018-07-30 14:00:00,-15,8,40,200,300,300
2018-07-30 15:00:00,-3,10,200,200,450,225
2018-07-30 16:00:00,19,6,80,250,600,75
2018-07-30 17:00:00,-15,2,120,200,450,375
2018-07-30 18:00:00,-2,10,120,150,300,375
2018-07-30 19:00:00,-5,10,160,150,450,300
2018-07-30 20:00:00,-4,6,40,100,750,75
2018-07-30 21:00:00,6,8,80,50,150,375
2018-07-30 22:00:00,-12,10,200,50,450,225
2018-07-30 23:00:00,6,2,120,250,300,375
