Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-13 0:00:00,-19,8,80,100,750,75
2018-12-13 1:00:00,1,2,200,250,750,225
2018-12-13 2:00:00,-13,2,200,50,150,150
2018-12-13 3:00:00,8,4,120,200,300,150
2018-12-13 4:00:00,-13,10,120,100,150,150
2018-12-13 5:00:00,18,4,160,250,300,300
2018-12-13 6:00:00,12,8,160,100,600,225
2018-12-13 7:00:00,12,2,200,100,150,150
2018-12-13 8:00:00,-17,8,40,50,600,300
2018-12-13 9:00:00,-17,6,160,200,300,225
2018-12-13 10:00:00,2,8,80,150,450,75
2018-12-13 11:00:00,-7,4,160,150,750,75
2018-12-13 12:00:00,-2,6,160,50,450,225
2018-12-13 13:00:00,-6,8,80,100,750,225
2018-12-13 14:00:00,-13,8,80,50,750,375
2018-12-13 15:00:00,13,2,80,50,600,150
2018-12-13 16:00:00,-11,10,40,50,750,75
2018-12-13 17:00:00,19,8,160,250,450,150
2018-12-13 18:00:00,-16,6,120,100,300,300
2018-12-13 19:00:00,2,6,80,150,750,225
2018-12-13 20:00:00,19,8,160,50,300,150
2018-12-13 21:00:00,-10,4,40,50,300,225
2018-12-13 22:00:00,-16,4,160,50,300,150
2018-12-13 23:00:00,-16,2,40,100,600,375
