Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-14 0:00:00,5,6,160,250,300,300
2018-04-14 1:00:00,3,4,120,50,300,375
2018-04-14 2:00:00,11,6,160,200,600,75
2018-04-14 3:00:00,-2,2,200,250,150,300
2018-04-14 4:00:00,-15,2,120,50,600,75
2018-04-14 5:00:00,-15,2,40,200,150,300
2018-04-14 6:00:00,-7,10,200,100,150,375
2018-04-14 7:00:00,6,10,200,100,600,225
2018-04-14 8:00:00,-1,10,40,150,150,225
2018-04-14 9:00:00,1,2,80,150,150,150
2018-04-14 10:00:00,-11,6,120,50,300,225
2018-04-14 11:00:00,16,10,40,150,750,300
2018-04-14 12:00:00,-17,8,120,50,300,150
2018-04-14 13:00:00,-7,4,40,50,450,150
2018-04-14 14:00:00,17,10,200,50,450,375
2018-04-14 15:00:00,-10,10,120,250,600,375
2018-04-14 16:00:00,11,2,40,250,150,75
2018-04-14 17:00:00,-4,10,120,50,750,225
2018-04-14 18:00:00,4,10,40,100,150,75
2018-04-14 19:00:00,0,10,40,50,750,225
2018-04-14 20:00:00,0,10,200,50,300,75
2018-04-14 21:00:00,-1,10,80,50,300,225
2018-04-14 22:00:00,7,6,160,100,600,225
2018-04-14 23:00:00,18,2,200,50,600,375
