Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-26 0:00:00,-17,8,160,100,300,300
2018-02-26 1:00:00,8,6,160,100,150,375
2018-02-26 2:00:00,2,6,80,50,150,225
2018-02-26 3:00:00,5,2,120,200,450,75
2018-02-26 4:00:00,-13,4,80,150,600,375
2018-02-26 5:00:00,-14,8,200,250,150,150
2018-02-26 6:00:00,0,10,80,200,300,225
2018-02-26 7:00:00,14,6,200,250,150,300
2018-02-26 8:00:00,-12,6,40,100,300,150
2018-02-26 9:00:00,3,2,160,200,150,375
2018-02-26 10:00:00,8,10,160,200,300,375
2018-02-26 11:00:00,-2,6,40,100,150,225
2018-02-26 12:00:00,-17,2,120,250,150,375
2018-02-26 13:00:00,7,6,80,50,300,150
2018-02-26 14:00:00,13,6,80,250,750,150
2018-02-26 15:00:00,-17,4,200,100,450,150
2018-02-26 16:00:00,15,6,120,100,300,75
2018-02-26 17:00:00,0,10,200,150,750,75
2018-02-26 18:00:00,7,4,160,50,150,375
2018-02-26 19:00:00,15,8,40,200,450,375
2018-02-26 20:00:00,-5,10,80,50,450,300
2018-02-26 21:00:00,-14,10,40,100,150,75
2018-02-26 22:00:00,-7,4,200,150,150,75
2018-02-26 23:00:00,10,6,200,150,600,75
