Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-23 0:00:00,19,6,80,100,300,150
2018-06-23 1:00:00,12,6,120,250,450,225
2018-06-23 2:00:00,9,6,80,100,450,375
2018-06-23 3:00:00,13,2,120,150,150,375
2018-06-23 4:00:00,0,4,80,200,600,75
2018-06-23 5:00:00,0,10,120,250,300,225
2018-06-23 6:00:00,13,10,80,100,300,375
2018-06-23 7:00:00,-8,6,160,250,600,300
2018-06-23 8:00:00,-18,2,40,50,750,300
2018-06-23 9:00:00,-13,4,200,200,600,75
2018-06-23 10:00:00,12,2,160,150,150,375
2018-06-23 11:00:00,-18,2,80,100,300,75
2018-06-23 12:00:00,16,4,80,200,300,75
2018-06-23 13:00:00,-10,4,40,250,450,150
2018-06-23 14:00:00,11,10,40,50,450,300
2018-06-23 15:00:00,5,6,200,250,750,150
2018-06-23 16:00:00,18,2,120,250,750,150
2018-06-23 17:00:00,7,4,120,100,450,150
2018-06-23 18:00:00,-10,2,80,150,300,225
2018-06-23 19:00:00,-17,2,40,200,750,300
2018-06-23 20:00:00,7,8,40,200,600,225
2018-06-23 21:00:00,-8,6,200,100,150,225
2018-06-23 22:00:00,1,10,200,200,300,150
2018-06-23 23:00:00,3,6,200,200,750,75
