Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-20 0:00:00,-14,4,40,200,600,225
2018-02-20 1:00:00,4,6,120,150,750,300
2018-02-20 2:00:00,19,10,200,100,450,225
2018-02-20 3:00:00,18,2,160,200,300,300
2018-02-20 4:00:00,-4,2,200,250,450,300
2018-02-20 5:00:00,-3,2,40,200,300,225
2018-02-20 6:00:00,-15,8,160,250,300,75
2018-02-20 7:00:00,0,2,40,250,150,150
2018-02-20 8:00:00,-19,4,80,50,450,150
2018-02-20 9:00:00,17,2,160,250,750,225
2018-02-20 10:00:00,0,4,120,150,300,225
2018-02-20 11:00:00,-2,6,40,150,300,150
2018-02-20 12:00:00,2,4,80,50,450,300
2018-02-20 13:00:00,-15,4,80,200,600,375
2018-02-20 14:00:00,5,4,200,50,750,150
2018-02-20 15:00:00,16,10,160,150,600,150
2018-02-20 16:00:00,-19,10,200,50,600,75
2018-02-20 17:00:00,14,8,160,250,600,375
2018-02-20 18:00:00,6,4,120,200,600,300
2018-02-20 19:00:00,-14,6,200,250,450,225
2018-02-20 20:00:00,1,8,160,100,750,225
2018-02-20 21:00:00,9,10,200,200,750,300
2018-02-20 22:00:00,15,2,160,200,450,300
2018-02-20 23:00:00,15,8,40,100,450,300
