Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-18 0:00:00,2,10,120,50,600,225
2018-11-18 1:00:00,-15,8,120,200,450,75
2018-11-18 2:00:00,12,8,200,50,750,75
2018-11-18 3:00:00,-3,4,200,200,750,225
2018-11-18 4:00:00,3,4,80,150,150,75
2018-11-18 5:00:00,0,8,200,150,300,300
2018-11-18 6:00:00,1,2,200,50,450,300
2018-11-18 7:00:00,-19,6,40,200,450,375
2018-11-18 8:00:00,19,8,160,150,450,375
2018-11-18 9:00:00,-7,4,160,100,150,75
2018-11-18 10:00:00,14,10,40,50,450,75
2018-11-18 11:00:00,-9,8,200,200,600,225
2018-11-18 12:00:00,-5,2,120,50,150,375
2018-11-18 13:00:00,9,2,120,50,150,225
2018-11-18 14:00:00,4,10,160,50,450,150
2018-11-18 15:00:00,3,8,160,100,150,375
2018-11-18 16:00:00,10,2,160,150,150,150
2018-11-18 17:00:00,19,10,80,150,600,75
2018-11-18 18:00:00,6,6,200,250,450,225
2018-11-18 19:00:00,-8,4,80,250,300,225
2018-11-18 20:00:00,-7,10,160,250,750,300
2018-11-18 21:00:00,7,8,160,200,750,75
2018-11-18 22:00:00,7,2,40,200,150,150
2018-11-18 23:00:00,1,6,200,100,150,300
