Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-28 0:00:00,-1,8,120,50,150,300
2018-07-28 1:00:00,18,2,120,100,300,75
2018-07-28 2:00:00,7,8,120,200,300,75
2018-07-28 3:00:00,16,2,160,50,300,150
2018-07-28 4:00:00,-19,2,120,150,300,150
2018-07-28 5:00:00,-6,2,200,150,750,75
2018-07-28 6:00:00,7,10,40,50,750,225
2018-07-28 7:00:00,5,2,80,50,150,225
2018-07-28 8:00:00,-10,10,160,50,150,150
2018-07-28 9:00:00,-10,10,120,250,450,300
2018-07-28 10:00:00,-13,8,200,150,150,300
2018-07-28 11:00:00,-17,2,120,200,450,225
2018-07-28 12:00:00,19,4,200,50,150,300
2018-07-28 13:00:00,2,6,200,50,600,150
2018-07-28 14:00:00,18,4,40,50,300,150
2018-07-28 15:00:00,17,10,200,100,150,150
2018-07-28 16:00:00,-3,8,120,50,600,225
2018-07-28 17:00:00,4,2,120,100,300,300
2018-07-28 18:00:00,5,8,160,100,600,375
2018-07-28 19:00:00,6,4,40,200,450,75
2018-07-28 20:00:00,0,10,200,200,600,150
2018-07-28 21:00:00,-3,6,160,50,450,75
2018-07-28 22:00:00,9,4,120,250,600,150
2018-07-28 23:00:00,-18,6,80,200,750,225
