Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-21 0:00:00,8,8,80,150,600,150
2018-08-21 1:00:00,-17,6,40,50,450,75
2018-08-21 2:00:00,5,6,200,200,150,75
2018-08-21 3:00:00,13,4,200,250,600,375
2018-08-21 4:00:00,15,10,120,50,750,150
2018-08-21 5:00:00,-6,10,40,250,450,375
2018-08-21 6:00:00,-13,10,200,150,150,150
2018-08-21 7:00:00,-2,6,80,50,150,300
2018-08-21 8:00:00,0,2,80,50,750,225
2018-08-21 9:00:00,-19,6,120,200,750,300
2018-08-21 10:00:00,19,2,200,50,600,75
2018-08-21 11:00:00,-17,6,160,200,450,375
2018-08-21 12:00:00,19,4,40,150,600,225
2018-08-21 13:00:00,-18,8,120,200,600,375
2018-08-21 14:00:00,0,6,200,100,300,375
2018-08-21 15:00:00,-10,10,80,100,150,75
2018-08-21 16:00:00,15,4,120,150,150,75
2018-08-21 17:00:00,-1,8,40,250,150,375
2018-08-21 18:00:00,-10,6,120,50,750,300
2018-08-21 19:00:00,11,10,40,200,450,300
2018-08-21 20:00:00,-1,4,200,250,750,300
2018-08-21 21:00:00,1,4,80,200,600,75
2018-08-21 22:00:00,16,8,120,100,750,225
2018-08-21 23:00:00,-16,10,40,50,750,375
