Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-10 0:00:00,8,6,80,50,600,375
2018-01-10 1:00:00,14,10,160,50,150,225
2018-01-10 2:00:00,-3,2,40,150,300,225
2018-01-10 3:00:00,2,2,160,50,150,375
2018-01-10 4:00:00,14,10,40,200,600,375
2018-01-10 5:00:00,18,2,80,250,450,300
2018-01-10 6:00:00,-3,2,160,250,150,225
2018-01-10 7:00:00,8,10,80,100,150,300
2018-01-10 8:00:00,12,6,120,100,600,75
2018-01-10 9:00:00,-1,4,120,150,450,300
2018-01-10 10:00:00,17,8,120,100,300,75
2018-01-10 11:00:00,-5,2,160,250,450,225
2018-01-10 12:00:00,-9,6,160,200,150,300
2018-01-10 13:00:00,12,4,160,200,150,225
2018-01-10 14:00:00,-18,6,160,250,750,75
2018-01-10 15:00:00,19,6,200,250,600,300
2018-01-10 16:00:00,14,8,160,150,600,300
2018-01-10 17:00:00,18,4,40,50,150,300
2018-01-10 18:00:00,-9,8,120,100,300,75
2018-01-10 19:00:00,18,10,160,250,600,300
2018-01-10 20:00:00,-15,10,120,150,600,375
2018-01-10 21:00:00,1,2,80,100,150,150
2018-01-10 22:00:00,14,8,160,250,450,75
2018-01-10 23:00:00,-14,6,160,150,450,225
