Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-03 0:00:00,-8,8,160,200,150,300
2018-06-03 1:00:00,-2,4,40,50,450,375
2018-06-03 2:00:00,4,10,120,50,300,375
2018-06-03 3:00:00,10,8,120,250,150,300
2018-06-03 4:00:00,-1,10,120,250,300,300
2018-06-03 5:00:00,2,6,160,200,750,150
2018-06-03 6:00:00,15,2,120,200,150,300
2018-06-03 7:00:00,-12,10,200,250,150,225
2018-06-03 8:00:00,-6,6,200,100,300,300
2018-06-03 9:00:00,-5,2,120,150,750,300
2018-06-03 10:00:00,5,6,200,100,300,375
2018-06-03 11:00:00,-3,4,80,200,750,150
2018-06-03 12:00:00,-8,6,120,200,450,375
2018-06-03 13:00:00,17,10,200,50,750,300
2018-06-03 14:00:00,-2,2,120,150,600,225
2018-06-03 15:00:00,2,2,40,100,300,300
2018-06-03 16:00:00,18,2,40,50,750,225
2018-06-03 17:00:00,19,2,160,250,150,300
2018-06-03 18:00:00,9,8,160,50,300,225
2018-06-03 19:00:00,14,10,40,200,600,150
2018-06-03 20:00:00,19,4,160,100,300,75
2018-06-03 21:00:00,-17,4,40,200,600,225
2018-06-03 22:00:00,0,6,120,250,450,75
2018-06-03 23:00:00,5,10,40,150,600,225
