Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-13 0:00:00,-17,10,120,50,150,75
2018-02-13 1:00:00,17,6,120,200,300,225
2018-02-13 2:00:00,-14,4,160,50,150,150
2018-02-13 3:00:00,-11,10,40,200,300,75
2018-02-13 4:00:00,-6,6,40,50,750,225
2018-02-13 5:00:00,13,4,80,50,150,300
2018-02-13 6:00:00,8,2,120,100,450,300
2018-02-13 7:00:00,-15,10,160,100,300,75
2018-02-13 8:00:00,-19,6,40,200,150,375
2018-02-13 9:00:00,4,4,200,200,300,375
2018-02-13 10:00:00,16,8,200,250,600,300
2018-02-13 11:00:00,-17,4,40,200,300,75
2018-02-13 12:00:00,5,2,120,200,750,75
2018-02-13 13:00:00,-1,10,40,250,150,75
2018-02-13 14:00:00,-7,4,40,200,150,300
2018-02-13 15:00:00,3,10,120,50,150,300
2018-02-13 16:00:00,0,6,120,200,750,300
2018-02-13 17:00:00,18,4,80,250,450,150
2018-02-13 18:00:00,-9,8,40,50,150,375
2018-02-13 19:00:00,-13,6,200,200,450,150
2018-02-13 20:00:00,-5,6,200,100,450,375
2018-02-13 21:00:00,-18,4,160,50,450,75
2018-02-13 22:00:00,4,4,40,200,750,75
2018-02-13 23:00:00,-2,4,40,100,150,225
