Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-16 0:00:00,-11,6,120,250,750,150
2018-08-16 1:00:00,2,2,160,100,150,150
2018-08-16 2:00:00,-5,6,80,100,300,375
2018-08-16 3:00:00,15,4,160,250,750,300
2018-08-16 4:00:00,17,6,160,150,750,225
2018-08-16 5:00:00,17,4,120,50,450,75
2018-08-16 6:00:00,0,10,160,150,750,75
2018-08-16 7:00:00,2,2,80,150,450,150
2018-08-16 8:00:00,8,6,200,150,750,225
2018-08-16 9:00:00,12,10,40,100,750,75
2018-08-16 10:00:00,19,10,40,250,750,300
2018-08-16 11:00:00,8,4,160,200,750,225
2018-08-16 12:00:00,-17,2,80,150,450,300
2018-08-16 13:00:00,-6,2,120,150,300,150
2018-08-16 14:00:00,13,8,40,200,750,75
2018-08-16 15:00:00,14,10,120,150,450,150
2018-08-16 16:00:00,17,8,80,250,300,150
2018-08-16 17:00:00,10,2,40,100,150,150
2018-08-16 18:00:00,13,6,200,150,750,150
2018-08-16 19:00:00,7,10,200,200,450,150
2018-08-16 20:00:00,3,6,80,150,150,225
2018-08-16 21:00:00,6,6,40,250,750,225
2018-08-16 22:00:00,5,10,120,200,150,150
2018-08-16 23:00:00,-6,10,80,150,750,75
