Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-13 0:00:00,-16,4,160,50,150,225
2018-08-13 1:00:00,-4,4,200,250,600,150
2018-08-13 2:00:00,14,2,160,250,600,225
2018-08-13 3:00:00,-9,6,80,100,300,150
2018-08-13 4:00:00,-19,2,120,150,600,150
2018-08-13 5:00:00,-8,4,80,50,450,225
2018-08-13 6:00:00,2,4,200,200,600,75
2018-08-13 7:00:00,-8,10,200,100,150,225
2018-08-13 8:00:00,-12,2,120,250,750,225
2018-08-13 9:00:00,3,6,160,200,150,375
2018-08-13 10:00:00,1,6,160,50,150,75
2018-08-13 11:00:00,-16,4,80,200,300,225
2018-08-13 12:00:00,13,10,40,100,600,225
2018-08-13 13:00:00,17,2,200,50,450,150
2018-08-13 14:00:00,0,6,40,100,150,150
2018-08-13 15:00:00,14,2,40,200,600,300
2018-08-13 16:00:00,4,6,120,250,600,300
2018-08-13 17:00:00,-18,8,200,100,300,225
2018-08-13 18:00:00,18,8,120,150,300,375
2018-08-13 19:00:00,4,2,160,100,450,75
2018-08-13 20:00:00,11,8,120,100,300,225
2018-08-13 21:00:00,-14,8,40,100,300,300
2018-08-13 22:00:00,6,4,120,50,300,225
2018-08-13 23:00:00,12,6,80,150,450,375
