Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-08 0:00:00,12,8,160,150,150,225
2018-04-08 1:00:00,-1,10,200,150,150,75
2018-04-08 2:00:00,2,2,160,150,300,375
2018-04-08 3:00:00,-17,4,80,50,450,225
2018-04-08 4:00:00,0,10,120,250,300,75
2018-04-08 5:00:00,3,4,80,50,450,150
2018-04-08 6:00:00,-5,6,160,100,600,375
2018-04-08 7:00:00,-8,10,160,150,600,300
2018-04-08 8:00:00,-15,6,80,100,150,150
2018-04-08 9:00:00,4,6,200,150,150,300
2018-04-08 10:00:00,-17,2,200,250,150,225
2018-04-08 11:00:00,-7,2,160,150,750,375
2018-04-08 12:00:00,18,10,160,100,300,300
2018-04-08 13:00:00,10,4,120,250,750,150
2018-04-08 14:00:00,-7,2,120,100,300,75
2018-04-08 15:00:00,-9,4,200,200,300,225
2018-04-08 16:00:00,-17,10,120,250,600,225
2018-04-08 17:00:00,1,8,80,50,300,375
2018-04-08 18:00:00,-18,8,40,100,150,75
2018-04-08 19:00:00,-9,2,200,200,450,300
2018-04-08 20:00:00,9,10,160,250,300,225
2018-04-08 21:00:00,7,2,200,100,150,225
2018-04-08 22:00:00,-12,8,40,150,600,300
2018-04-08 23:00:00,3,2,120,250,150,375
