Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-03 0:00:00,0,2,40,100,600,225
2018-01-03 1:00:00,-1,6,120,200,150,300
2018-01-03 2:00:00,7,2,160,250,450,150
2018-01-03 3:00:00,16,10,120,50,600,300
2018-01-03 4:00:00,-19,4,120,250,450,225
2018-01-03 5:00:00,0,8,80,150,600,375
2018-01-03 6:00:00,-9,2,80,200,750,225
2018-01-03 7:00:00,-14,6,120,150,300,375
2018-01-03 8:00:00,2,8,200,100,750,300
2018-01-03 9:00:00,7,6,80,100,750,150
2018-01-03 10:00:00,-12,4,200,200,150,300
2018-01-03 11:00:00,-1,2,40,250,450,75
2018-01-03 12:00:00,14,6,200,250,300,75
2018-01-03 13:00:00,17,4,40,50,600,375
2018-01-03 14:00:00,13,10,160,250,150,225
2018-01-03 15:00:00,15,2,160,250,450,225
2018-01-03 16:00:00,-9,4,40,50,600,300
2018-01-03 17:00:00,-19,10,160,200,300,225
2018-01-03 18:00:00,-18,10,120,100,750,375
2018-01-03 19:00:00,1,2,200,100,600,150
2018-01-03 20:00:00,-8,10,80,250,150,375
2018-01-03 21:00:00,-5,4,40,250,750,225
2018-01-03 22:00:00,-15,8,160,250,150,225
2018-01-03 23:00:00,7,6,120,200,300,75
