Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-17 0:00:00,18,6,200,250,150,225
2018-07-17 1:00:00,-13,8,40,100,150,150
2018-07-17 2:00:00,-7,4,200,50,750,300
2018-07-17 3:00:00,-2,8,160,200,450,300
2018-07-17 4:00:00,17,10,160,150,300,225
2018-07-17 5:00:00,15,2,200,50,450,225
2018-07-17 6:00:00,1,10,160,50,300,375
2018-07-17 7:00:00,9,8,80,250,300,375
2018-07-17 8:00:00,5,2,160,50,600,225
2018-07-17 9:00:00,7,10,200,250,300,300
2018-07-17 10:00:00,-8,8,80,250,150,225
2018-07-17 11:00:00,-13,4,200,250,300,75
2018-07-17 12:00:00,-13,8,200,50,450,225
2018-07-17 13:00:00,19,2,40,250,450,375
2018-07-17 14:00:00,-9,8,120,100,300,375
2018-07-17 15:00:00,-16,6,120,50,150,375
2018-07-17 16:00:00,2,6,80,250,150,300
2018-07-17 17:00:00,-17,4,40,200,750,225
2018-07-17 18:00:00,-18,2,80,150,450,375
2018-07-17 19:00:00,-16,2,160,200,750,75
2018-07-17 20:00:00,9,10,200,150,300,300
2018-07-17 21:00:00,18,8,40,50,600,150
2018-07-17 22:00:00,-4,4,200,250,600,150
2018-07-17 23:00:00,6,6,40,200,600,75
