Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-22 0:00:00,3,4,80,250,600,375
2018-04-22 1:00:00,5,6,200,250,300,75
2018-04-22 2:00:00,15,2,120,100,300,225
2018-04-22 3:00:00,4,4,200,150,150,75
2018-04-22 4:00:00,12,10,120,50,600,75
2018-04-22 5:00:00,-1,8,120,250,750,75
2018-04-22 6:00:00,7,8,200,150,300,300
2018-04-22 7:00:00,2,2,40,50,750,225
2018-04-22 8:00:00,5,2,200,250,750,300
2018-04-22 9:00:00,18,10,80,150,150,300
2018-04-22 10:00:00,5,2,160,200,600,300
2018-04-22 11:00:00,12,2,160,150,300,375
2018-04-22 12:00:00,-2,6,80,250,150,375
2018-04-22 13:00:00,-16,8,120,200,600,75
2018-04-22 14:00:00,16,6,40,250,300,375
2018-04-22 15:00:00,-4,4,80,250,600,150
2018-04-22 16:00:00,-5,6,160,50,450,150
2018-04-22 17:00:00,19,2,120,200,450,300
2018-04-22 18:00:00,9,4,160,250,600,300
2018-04-22 19:00:00,-10,6,200,100,300,150
2018-04-22 20:00:00,3,10,120,100,150,75
2018-04-22 21:00:00,-9,8,120,50,450,375
2018-04-22 22:00:00,-16,8,40,50,750,375
2018-04-22 23:00:00,1,2,200,200,750,375
