Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-09-22 0:00:00,-8,8,200,250,150,375
2018-09-22 1:00:00,-6,10,80,250,600,300
2018-09-22 2:00:00,-18,8,160,50,750,150
2018-09-22 3:00:00,19,6,120,250,300,300
2018-09-22 4:00:00,-13,8,160,250,150,300
2018-09-22 5:00:00,-9,10,200,100,450,75
2018-09-22 6:00:00,13,2,80,150,150,300
2018-09-22 7:00:00,-18,8,80,250,750,300
2018-09-22 8:00:00,-1,10,40,250,150,75
2018-09-22 9:00:00,-11,8,80,50,300,300
2018-09-22 10:00:00,10,6,40,100,450,300
2018-09-22 11:00:00,-14,2,120,250,300,375
2018-09-22 12:00:00,-3,6,200,150,450,225
2018-09-22 13:00:00,12,6,160,250,600,375
2018-09-22 14:00:00,3,10,80,150,600,75
2018-09-22 15:00:00,-8,10,120,100,300,75
2018-09-22 16:00:00,-9,10,160,100,750,375
2018-09-22 17:00:00,9,6,40,250,750,75
2018-09-22 18:00:00,-15,10,80,100,150,375
2018-09-22 19:00:00,-18,8,120,250,150,375
2018-09-22 20:00:00,-17,10,80,150,300,75
2018-09-22 21:00:00,7,4,40,250,600,75
2018-09-22 22:00:00,-13,2,160,100,600,150
2018-09-22 23:00:00,9,2,200,200,600,300
