Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-08 0:00:00,-10,4,120,200,300,150
2018-08-08 1:00:00,19,10,160,250,150,300
2018-08-08 2:00:00,-1,10,120,150,600,75
2018-08-08 3:00:00,-11,10,40,50,150,300
2018-08-08 4:00:00,12,10,160,50,300,150
2018-08-08 5:00:00,-14,8,120,200,150,75
2018-08-08 6:00:00,-18,6,40,150,450,75
2018-08-08 7:00:00,-18,4,160,100,150,225
2018-08-08 8:00:00,-17,8,80,200,600,75
2018-08-08 9:00:00,-9,4,200,250,600,375
2018-08-08 10:00:00,0,2,160,200,600,300
2018-08-08 11:00:00,0,4,40,50,750,375
2018-08-08 12:00:00,8,8,40,50,450,150
2018-08-08 13:00:00,-15,2,80,50,450,225
2018-08-08 14:00:00,-19,10,200,50,150,75
2018-08-08 15:00:00,-11,8,80,250,750,75
2018-08-08 16:00:00,5,6,200,100,150,150
2018-08-08 17:00:00,8,4,200,250,750,300
2018-08-08 18:00:00,8,2,120,100,300,300
2018-08-08 19:00:00,-4,6,40,250,150,225
2018-08-08 20:00:00,2,10,80,100,450,225
2018-08-08 21:00:00,11,10,200,250,300,150
2018-08-08 22:00:00,-2,10,40,150,600,150
2018-08-08 23:00:00,0,10,40,200,450,300
