Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-11 0:00:00,-18,6,120,250,600,375
2018-08-11 1:00:00,-9,2,40,50,150,375
2018-08-11 2:00:00,6,4,80,50,150,225
2018-08-11 3:00:00,8,4,160,200,600,300
2018-08-11 4:00:00,9,10,160,50,750,300
2018-08-11 5:00:00,-15,6,200,200,450,75
2018-08-11 6:00:00,17,10,200,200,600,150
2018-08-11 7:00:00,-18,6,120,150,300,75
2018-08-11 8:00:00,6,10,80,150,600,150
2018-08-11 9:00:00,-2,10,200,150,750,375
2018-08-11 10:00:00,-5,10,120,100,300,75
2018-08-11 11:00:00,15,6,40,50,600,300
2018-08-11 12:00:00,10,6,80,200,300,375
2018-08-11 13:00:00,0,8,200,200,450,150
2018-08-11 14:00:00,-15,2,160,150,750,300
2018-08-11 15:00:00,17,10,120,100,750,300
2018-08-11 16:00:00,-11,2,120,50,600,300
2018-08-11 17:00:00,12,2,120,100,300,300
2018-08-11 18:00:00,10,8,200,150,600,150
2018-08-11 19:00:00,9,2,40,100,750,375
2018-08-11 20:00:00,13,6,160,50,750,150
2018-08-11 21:00:00,-17,6,80,200,600,375
2018-08-11 22:00:00,-1,6,200,150,450,75
2018-08-11 23:00:00,-18,4,120,50,600,225
