Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-22 0:00:00,-3,6,80,100,150,375
2018-08-22 1:00:00,19,2,40,150,600,225
2018-08-22 2:00:00,11,2,80,200,600,150
2018-08-22 3:00:00,-2,2,120,200,450,75
2018-08-22 4:00:00,17,4,80,150,750,225
2018-08-22 5:00:00,-15,4,80,50,450,300
2018-08-22 6:00:00,14,2,80,100,150,225
2018-08-22 7:00:00,11,2,120,100,750,75
2018-08-22 8:00:00,-13,6,40,150,150,300
2018-08-22 9:00:00,-6,2,120,150,150,375
2018-08-22 10:00:00,-9,8,200,150,300,225
2018-08-22 11:00:00,5,6,160,250,750,225
2018-08-22 12:00:00,14,4,120,150,300,375
2018-08-22 13:00:00,-17,2,80,250,600,225
2018-08-22 14:00:00,9,10,80,50,150,375
2018-08-22 15:00:00,-9,6,160,250,450,150
2018-08-22 16:00:00,19,10,120,150,750,75
2018-08-22 17:00:00,-16,2,200,50,150,75
2018-08-22 18:00:00,-9,2,40,150,300,150
2018-08-22 19:00:00,-19,10,120,100,450,300
2018-08-22 20:00:00,1,10,40,50,150,225
2018-08-22 21:00:00,19,2,80,200,150,300
2018-08-22 22:00:00,3,6,200,50,300,225
2018-08-22 23:00:00,-6,4,160,50,750,300
