Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-07 0:00:00,18,6,40,50,150,75
2018-12-07 1:00:00,-8,2,120,250,300,75
2018-12-07 2:00:00,-2,4,160,200,600,75
2018-12-07 3:00:00,18,6,200,150,150,75
2018-12-07 4:00:00,4,2,200,200,150,375
2018-12-07 5:00:00,10,2,160,200,750,225
2018-12-07 6:00:00,-3,6,200,200,150,75
2018-12-07 7:00:00,11,10,80,200,750,300
2018-12-07 8:00:00,-9,2,160,150,750,75
2018-12-07 9:00:00,19,10,80,50,450,75
2018-12-07 10:00:00,12,6,120,250,300,150
2018-12-07 11:00:00,16,2,40,200,300,300
2018-12-07 12:00:00,-2,6,160,150,150,75
2018-12-07 13:00:00,0,6,200,250,450,150
2018-12-07 14:00:00,7,6,40,50,750,75
2018-12-07 15:00:00,17,10,120,200,600,150
2018-12-07 16:00:00,17,10,160,100,750,150
2018-12-07 17:00:00,-17,8,40,250,150,375
2018-12-07 18:00:00,0,8,120,200,600,150
2018-12-07 19:00:00,-9,4,120,100,300,300
2018-12-07 20:00:00,12,4,80,100,750,150
2018-12-07 21:00:00,15,4,40,150,750,300
2018-12-07 22:00:00,-11,8,120,150,450,300
2018-12-07 23:00:00,18,4,120,100,600,375
