Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-17 0:00:00,-16,6,160,150,300,225
2018-11-17 1:00:00,0,6,120,50,300,375
2018-11-17 2:00:00,8,4,160,200,300,150
2018-11-17 3:00:00,8,2,40,150,600,75
2018-11-17 4:00:00,11,8,80,250,150,300
2018-11-17 5:00:00,-15,10,200,150,450,150
2018-11-17 6:00:00,-14,10,120,250,450,150
2018-11-17 7:00:00,5,2,80,250,600,150
2018-11-17 8:00:00,18,6,80,250,450,75
2018-11-17 9:00:00,1,4,40,250,600,75
2018-11-17 10:00:00,16,8,40,50,300,300
2018-11-17 11:00:00,2,8,120,200,450,75
2018-11-17 12:00:00,0,2,40,100,600,150
2018-11-17 13:00:00,-4,10,80,150,300,225
2018-11-17 14:00:00,-10,4,40,100,300,225
2018-11-17 15:00:00,-1,6,40,50,300,300
2018-11-17 16:00:00,-11,2,80,50,300,150
2018-11-17 17:00:00,0,4,160,250,300,150
2018-11-17 18:00:00,3,4,160,50,750,75
2018-11-17 19:00:00,12,6,200,250,600,375
2018-11-17 20:00:00,3,10,160,250,600,375
2018-11-17 21:00:00,11,2,200,200,600,375
2018-11-17 22:00:00,-19,4,160,250,300,375
2018-11-17 23:00:00,-19,8,160,150,300,75
