Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-11-06 0:00:00,-12,6,120,100,600,150
2018-11-06 1:00:00,2,6,80,250,450,300
2018-11-06 2:00:00,4,4,200,250,750,225
2018-11-06 3:00:00,0,6,40,50,750,375
2018-11-06 4:00:00,15,6,200,150,750,375
2018-11-06 5:00:00,-8,10,40,250,150,150
2018-11-06 6:00:00,10,10,40,50,300,75
2018-11-06 7:00:00,-17,6,40,100,450,300
2018-11-06 8:00:00,13,8,120,100,750,75
2018-11-06 9:00:00,-11,4,160,100,300,75
2018-11-06 10:00:00,-1,6,200,50,600,225
2018-11-06 11:00:00,-15,10,40,100,450,75
2018-11-06 12:00:00,-6,2,80,250,450,225
2018-11-06 13:00:00,6,6,120,100,300,375
2018-11-06 14:00:00,-19,4,200,100,750,150
2018-11-06 15:00:00,-9,6,200,50,450,75
2018-11-06 16:00:00,-4,6,80,200,600,300
2018-11-06 17:00:00,-12,4,200,150,750,300
2018-11-06 18:00:00,17,4,160,150,300,150
2018-11-06 19:00:00,6,8,40,150,150,225
2018-11-06 20:00:00,0,6,80,250,750,225
2018-11-06 21:00:00,1,2,160,150,600,375
2018-11-06 22:00:00,6,10,80,100,300,375
2018-11-06 23:00:00,-11,6,160,50,750,225
