Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-06 0:00:00,19,10,160,50,150,75
2018-06-06 1:00:00,-2,6,160,150,750,150
2018-06-06 2:00:00,-16,2,80,100,450,75
2018-06-06 3:00:00,12,4,40,250,300,375
2018-06-06 4:00:00,4,8,40,200,300,225
2018-06-06 5:00:00,0,2,80,150,150,75
2018-06-06 6:00:00,-3,6,160,250,750,225
2018-06-06 7:00:00,-10,4,160,150,300,375
2018-06-06 8:00:00,7,8,200,50,450,75
2018-06-06 9:00:00,-9,4,200,200,750,375
2018-06-06 10:00:00,17,8,40,200,150,225
2018-06-06 11:00:00,16,10,40,100,150,150
2018-06-06 12:00:00,-15,10,200,50,600,150
2018-06-06 13:00:00,4,6,40,50,750,375
2018-06-06 14:00:00,-12,6,120,150,150,75
2018-06-06 15:00:00,14,6,40,200,150,75
2018-06-06 16:00:00,0,4,160,250,600,75
2018-06-06 17:00:00,11,6,120,50,600,375
2018-06-06 18:00:00,-19,10,40,150,750,300
2018-06-06 19:00:00,0,2,40,100,150,225
2018-06-06 20:00:00,9,8,80,200,450,375
2018-06-06 21:00:00,19,8,200,150,150,150
2018-06-06 22:00:00,-4,2,40,100,450,150
2018-06-06 23:00:00,15,2,40,50,450,300
