Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-04-18 0:00:00,-13,8,160,200,600,225
2018-04-18 1:00:00,19,4,40,250,450,375
2018-04-18 2:00:00,11,2,120,200,150,150
2018-04-18 3:00:00,7,2,200,200,750,150
2018-04-18 4:00:00,13,2,40,50,150,375
2018-04-18 5:00:00,6,2,120,50,600,375
2018-04-18 6:00:00,16,8,80,250,450,225
2018-04-18 7:00:00,-1,10,120,200,600,225
2018-04-18 8:00:00,-12,4,160,150,600,150
2018-04-18 9:00:00,-2,2,40,250,450,225
2018-04-18 10:00:00,5,2,80,150,150,225
2018-04-18 11:00:00,-1,8,80,150,450,150
2018-04-18 12:00:00,1,6,120,50,450,225
2018-04-18 13:00:00,-18,8,40,200,150,75
2018-04-18 14:00:00,6,4,120,100,600,375
2018-04-18 15:00:00,-8,2,120,150,150,75
2018-04-18 16:00:00,6,2,40,50,150,225
2018-04-18 17:00:00,-9,6,40,200,150,375
2018-04-18 18:00:00,18,2,200,100,450,300
2018-04-18 19:00:00,11,8,160,150,450,300
2018-04-18 20:00:00,-11,10,200,250,300,300
2018-04-18 21:00:00,7,6,120,200,750,75
2018-04-18 22:00:00,-18,10,200,200,300,300
2018-04-18 23:00:00,14,2,200,250,750,375
