Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-09 0:00:00,-5,4,200,50,600,300
2018-03-09 1:00:00,-14,8,80,250,750,150
2018-03-09 2:00:00,19,10,200,200,750,375
2018-03-09 3:00:00,-13,6,160,200,750,75
2018-03-09 4:00:00,-11,6,80,100,750,150
2018-03-09 5:00:00,-2,6,120,250,450,150
2018-03-09 6:00:00,-3,6,200,100,750,75
2018-03-09 7:00:00,17,4,160,150,600,375
2018-03-09 8:00:00,15,8,40,150,150,75
2018-03-09 9:00:00,9,2,120,100,750,75
2018-03-09 10:00:00,9,4,40,150,150,225
2018-03-09 11:00:00,-10,8,160,50,450,375
2018-03-09 12:00:00,-4,2,80,200,450,225
2018-03-09 13:00:00,-19,6,120,100,600,75
2018-03-09 14:00:00,5,2,160,100,750,75
2018-03-09 15:00:00,17,8,40,100,150,300
2018-03-09 16:00:00,-14,2,120,50,450,375
2018-03-09 17:00:00,-11,2,40,200,150,225
2018-03-09 18:00:00,6,2,80,250,150,75
2018-03-09 19:00:00,-4,8,160,150,300,375
2018-03-09 20:00:00,-15,6,160,250,600,150
2018-03-09 21:00:00,5,2,160,50,150,225
2018-03-09 22:00:00,19,2,80,200,750,375
2018-03-09 23:00:00,-17,4,120,250,600,375
