Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-06 0:00:00,12,2,200,100,750,300
2018-03-06 1:00:00,-17,6,40,200,750,150
2018-03-06 2:00:00,-18,6,200,250,150,75
2018-03-06 3:00:00,-17,2,160,150,300,150
2018-03-06 4:00:00,1,10,80,100,150,150
2018-03-06 5:00:00,-1,2,40,150,600,300
2018-03-06 6:00:00,8,2,120,100,600,375
2018-03-06 7:00:00,-12,4,200,200,450,375
2018-03-06 8:00:00,-19,8,120,250,450,225
2018-03-06 9:00:00,10,2,80,150,300,300
2018-03-06 10:00:00,2,6,40,200,600,375
2018-03-06 11:00:00,9,6,80,250,450,150
2018-03-06 12:00:00,-19,8,40,100,450,75
2018-03-06 13:00:00,-11,6,80,100,300,375
2018-03-06 14:00:00,-14,10,200,100,150,300
2018-03-06 15:00:00,-13,4,120,100,600,300
2018-03-06 16:00:00,8,6,40,250,750,75
2018-03-06 17:00:00,1,4,120,100,150,375
2018-03-06 18:00:00,2,8,80,200,450,75
2018-03-06 19:00:00,11,4,160,200,450,300
2018-03-06 20:00:00,-6,4,40,150,600,75
2018-03-06 21:00:00,17,2,80,150,150,225
2018-03-06 22:00:00,-14,8,80,50,600,375
2018-03-06 23:00:00,-6,2,120,100,150,75
