Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-07-26 0:00:00,7,4,40,200,600,300
2018-07-26 1:00:00,-16,2,80,250,300,375
2018-07-26 2:00:00,17,2,200,200,150,375
2018-07-26 3:00:00,16,8,200,250,300,75
2018-07-26 4:00:00,16,4,120,200,150,375
2018-07-26 5:00:00,9,8,80,100,300,225
2018-07-26 6:00:00,-13,10,200,250,300,375
2018-07-26 7:00:00,-1,6,160,150,600,300
2018-07-26 8:00:00,11,8,40,200,300,225
2018-07-26 9:00:00,6,6,80,200,450,300
2018-07-26 10:00:00,-16,8,160,250,750,300
2018-07-26 11:00:00,-3,6,200,200,600,150
2018-07-26 12:00:00,-12,4,200,100,600,150
2018-07-26 13:00:00,13,4,200,100,750,375
2018-07-26 14:00:00,-16,6,80,200,600,75
2018-07-26 15:00:00,5,4,200,100,150,300
2018-07-26 16:00:00,15,6,120,100,450,150
2018-07-26 17:00:00,-1,8,160,150,450,75
2018-07-26 18:00:00,5,8,160,100,750,225
2018-07-26 19:00:00,11,8,80,150,150,225
2018-07-26 20:00:00,-12,8,80,150,300,225
2018-07-26 21:00:00,-7,6,120,250,600,150
2018-07-26 22:00:00,9,8,40,50,750,150
2018-07-26 23:00:00,-18,10,120,50,600,375
