Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-06-21 0:00:00,-9,2,120,100,750,150
2018-06-21 1:00:00,18,2,80,150,600,375
2018-06-21 2:00:00,-14,4,200,150,600,375
2018-06-21 3:00:00,7,2,160,100,300,75
2018-06-21 4:00:00,10,6,120,100,150,300
2018-06-21 5:00:00,6,8,120,100,600,75
2018-06-21 6:00:00,-16,4,200,100,750,375
2018-06-21 7:00:00,-1,6,200,200,300,375
2018-06-21 8:00:00,14,8,120,100,300,75
2018-06-21 9:00:00,3,4,80,200,450,225
2018-06-21 10:00:00,2,6,200,50,600,150
2018-06-21 11:00:00,1,6,200,250,750,75
2018-06-21 12:00:00,6,6,200,250,600,225
2018-06-21 13:00:00,2,10,120,200,600,225
2018-06-21 14:00:00,7,10,120,200,300,375
2018-06-21 15:00:00,17,6,40,150,150,300
2018-06-21 16:00:00,-14,4,120,150,600,75
2018-06-21 17:00:00,-13,4,120,150,150,75
2018-06-21 18:00:00,-2,4,160,250,600,375
2018-06-21 19:00:00,3,2,200,150,150,300
2018-06-21 20:00:00,-18,4,200,100,300,375
2018-06-21 21:00:00,-19,2,120,50,300,225
2018-06-21 22:00:00,3,2,200,50,600,300
2018-06-21 23:00:00,19,4,120,250,150,375
