Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-08-14 0:00:00,7,2,80,100,450,375
2018-08-14 1:00:00,-10,10,200,250,450,225
2018-08-14 2:00:00,19,4,40,150,750,75
2018-08-14 3:00:00,7,8,160,250,150,75
2018-08-14 4:00:00,-8,6,200,250,600,300
2018-08-14 5:00:00,-1,4,160,50,450,300
2018-08-14 6:00:00,13,2,160,200,150,300
2018-08-14 7:00:00,0,4,80,250,600,150
2018-08-14 8:00:00,7,4,40,100,300,375
2018-08-14 9:00:00,18,10,80,50,150,150
2018-08-14 10:00:00,-4,4,80,50,750,375
2018-08-14 11:00:00,-3,2,40,100,750,150
2018-08-14 12:00:00,13,10,120,250,750,75
2018-08-14 13:00:00,-19,6,40,50,600,300
2018-08-14 14:00:00,12,6,120,150,600,300
2018-08-14 15:00:00,18,8,160,100,750,150
2018-08-14 16:00:00,1,4,40,200,750,375
2018-08-14 17:00:00,-7,8,120,150,600,300
2018-08-14 18:00:00,-3,4,160,250,750,150
2018-08-14 19:00:00,-6,10,80,200,300,225
2018-08-14 20:00:00,14,10,160,200,750,300
2018-08-14 21:00:00,-8,4,200,150,450,150
2018-08-14 22:00:00,14,6,120,250,600,300
2018-08-14 23:00:00,2,2,200,250,450,300
