Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-12-14 0:00:00,2,2,120,50,150,375
2018-12-14 1:00:00,-10,2,40,250,300,225
2018-12-14 2:00:00,-16,2,40,150,300,225
2018-12-14 3:00:00,6,6,160,200,600,75
2018-12-14 4:00:00,-4,2,40,150,150,75
2018-12-14 5:00:00,5,2,80,250,450,150
2018-12-14 6:00:00,0,10,200,200,150,75
2018-12-14 7:00:00,-14,6,120,200,150,375
2018-12-14 8:00:00,10,2,80,100,600,150
2018-12-14 9:00:00,6,10,80,250,150,75
2018-12-14 10:00:00,-14,10,80,50,300,225
2018-12-14 11:00:00,17,4,40,200,600,300
2018-12-14 12:00:00,7,10,40,200,450,225
2018-12-14 13:00:00,-11,10,80,50,150,75
2018-12-14 14:00:00,13,6,120,200,750,375
2018-12-14 15:00:00,12,2,120,250,750,225
2018-12-14 16:00:00,-15,2,40,50,600,225
2018-12-14 17:00:00,3,2,40,200,450,75
2018-12-14 18:00:00,-17,8,80,250,750,300
2018-12-14 19:00:00,-19,10,40,50,750,375
2018-12-14 20:00:00,-1,6,200,150,450,150
2018-12-14 21:00:00,-18,6,80,200,300,375
2018-12-14 22:00:00,-1,6,40,200,150,150
2018-12-14 23:00:00,-18,8,80,50,150,150
