Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-03-24 0:00:00,0,4,80,100,450,225
2018-03-24 1:00:00,-14,2,200,100,600,75
2018-03-24 2:00:00,19,8,200,250,150,75
2018-03-24 3:00:00,13,2,80,100,750,150
2018-03-24 4:00:00,-5,4,120,50,750,75
2018-03-24 5:00:00,3,10,200,250,600,300
2018-03-24 6:00:00,18,2,200,200,750,150
2018-03-24 7:00:00,6,8,120,50,750,225
2018-03-24 8:00:00,-1,10,80,200,450,75
2018-03-24 9:00:00,-9,4,160,250,750,75
2018-03-24 10:00:00,-12,10,40,250,750,150
2018-03-24 11:00:00,-4,8,160,200,300,375
2018-03-24 12:00:00,1,6,200,250,600,300
2018-03-24 13:00:00,-3,10,200,200,750,225
2018-03-24 14:00:00,12,6,200,100,150,225
2018-03-24 15:00:00,-3,10,40,200,600,225
2018-03-24 16:00:00,11,2,80,50,450,75
2018-03-24 17:00:00,-5,6,80,250,750,150
2018-03-24 18:00:00,-11,2,80,50,300,225
2018-03-24 19:00:00,6,2,80,100,450,300
2018-03-24 20:00:00,-17,2,120,200,450,75
2018-03-24 21:00:00,-8,2,160,250,150,150
2018-03-24 22:00:00,-9,10,120,50,750,300
2018-03-24 23:00:00,3,2,120,150,150,225
