Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-02-10 0:00:00,4,6,120,100,300,300
2018-02-10 1:00:00,19,8,160,150,150,300
2018-02-10 2:00:00,15,4,40,250,750,225
2018-02-10 3:00:00,13,2,120,200,450,375
2018-02-10 4:00:00,-17,8,120,200,450,300
2018-02-10 5:00:00,13,6,200,100,300,150
2018-02-10 6:00:00,-6,2,120,200,750,75
2018-02-10 7:00:00,-15,8,40,200,450,225
2018-02-10 8:00:00,-3,8,200,100,750,375
2018-02-10 9:00:00,-11,6,200,50,300,225
2018-02-10 10:00:00,-14,6,40,200,450,150
2018-02-10 11:00:00,11,4,200,50,450,75
2018-02-10 12:00:00,5,10,160,150,450,150
2018-02-10 13:00:00,-3,4,200,250,300,300
2018-02-10 14:00:00,0,6,80,250,750,150
2018-02-10 15:00:00,-1,6,160,50,750,300
2018-02-10 16:00:00,19,2,120,50,150,375
2018-02-10 17:00:00,-17,4,40,200,150,225
2018-02-10 18:00:00,18,10,200,50,450,225
2018-02-10 19:00:00,-7,6,200,50,750,375
2018-02-10 20:00:00,12,2,120,100,150,75
2018-02-10 21:00:00,8,10,80,100,150,75
2018-02-10 22:00:00,8,8,40,250,150,300
2018-02-10 23:00:00,5,4,120,250,750,300
