Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-01-12 0:00:00,17,10,40,150,300,75
2018-01-12 1:00:00,18,2,80,100,300,375
2018-01-12 2:00:00,14,10,120,100,750,225
2018-01-12 3:00:00,11,10,160,100,600,300
2018-01-12 4:00:00,-14,10,200,150,600,375
2018-01-12 5:00:00,-16,6,40,150,450,375
2018-01-12 6:00:00,15,8,200,250,450,150
2018-01-12 7:00:00,12,8,160,50,600,300
2018-01-12 8:00:00,-10,8,200,50,750,375
2018-01-12 9:00:00,0,2,160,200,450,375
2018-01-12 10:00:00,-14,4,160,100,450,75
2018-01-12 11:00:00,-6,6,120,100,600,300
2018-01-12 12:00:00,-4,8,200,250,300,150
2018-01-12 13:00:00,1,6,40,150,300,225
2018-01-12 14:00:00,-12,8,40,100,750,75
2018-01-12 15:00:00,4,2,80,200,750,75
2018-01-12 16:00:00,-15,8,80,50,300,75
2018-01-12 17:00:00,0,4,200,50,750,375
2018-01-12 18:00:00,8,2,40,200,300,75
2018-01-12 19:00:00,-9,4,200,200,150,75
2018-01-12 20:00:00,-11,8,200,150,750,225
2018-01-12 21:00:00,-14,6,80,250,750,225
2018-01-12 22:00:00,3,4,120,100,750,300
2018-01-12 23:00:00,-13,4,200,100,450,150
