Date,Temp,CO,NO2,SO2,PM10,PM2_5
2018-05-23 0:00:00,9,2,160,100,600,300
2018-05-23 1:00:00,14,8,160,200,300,75
2018-05-23 2:00:00,-5,2,120,100,750,150
2018-05-23 3:00:00,9,2,200,250,750,75
2018-05-23 4:00:00,3,8,120,150,300,225
2018-05-23 5:00:00,11,10,200,50,450,225
2018-05-23 6:00:00,16,8,160,100,750,75
2018-05-23 7:00:00,14,2,40,50,150,300
2018-05-23 8:00:00,4,2,120,50,600,375
2018-05-23 9:00:00,12,8,120,150,150,75
2018-05-23 10:00:00,7,10,40,100,600,225
2018-05-23 11:00:00,-15,4,200,150,750,375
2018-05-23 12:00:00,-16,6,40,150,150,150
2018-05-23 13:00:00,10,4,80,100,150,150
2018-05-23 14:00:00,-19,6,80,250,300,150
2018-05-23 15:00:00,11,4,40,200,450,75
2018-05-23 16:00:00,-7,4,200,150,150,375
2018-05-23 17:00:00,-6,2,120,100,600,75
2018-05-23 18:00:00,-5,8,160,50,750,375
2018-05-23 19:00:00,18,6,160,200,150,150
2018-05-23 20:00:00,-6,10,80,150,300,375
2018-05-23 21:00:00,9,4,120,150,750,75
2018-05-23 22:00:00,-5,2,200,100,150,225
2018-05-23 23:00:00,-2,6,40,250,750,150
